Id,LotArea,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
431,1680,BrDale,Twnhs,2Story,1971,1971,987,2,1,TA,0,NA,Detchd,1971,1,264,2008,Abnorml,85400
432,5586,OldTown,1Fam,1.5Fin,1920,1998,1198,4,1,TA,0,NA,NA,NA,0,0,2008,Abnorml,79900
433,1920,BrDale,TwnhsE,2Story,1971,1971,1365,2,1,TA,0,NA,Detchd,1971,2,440,2007,Normal,122500
434,10839,Gilbert,1Fam,2Story,1997,1998,1604,3,1,TA,1,TA,Attchd,1997,2,470,2008,Normal,181000
435,1890,MeadowV,Twnhs,SFoyer,1972,1972,630,1,1,TA,0,NA,NA,NA,0,0,2008,Normal,81000
436,10667,CollgCr,1Fam,2Story,1996,1996,1661,3,1,Gd,1,TA,Attchd,1996,2,550,2009,Normal,212000
437,4400,OldTown,1Fam,1.5Fin,1920,1950,1118,2,1,TA,0,NA,Detchd,1990,2,440,2006,Normal,116000
438,6000,BrkSide,1Fam,1.5Unf,1926,2004,904,2,1,TA,0,NA,Detchd,1926,1,180,2009,Normal,119000
439,4280,Crawfor,1Fam,1Story,1913,2002,694,2,1,Gd,1,Gd,Detchd,1990,1,352,2007,Normal,90350
440,12354,Edwards,1Fam,1.5Fin,1920,2000,1196,3,1,Gd,0,NA,Detchd,2005,2,528,2009,Normal,110000
441,15431,NridgHt,1Fam,1Story,2008,2008,2402,2,1,Ex,2,Gd,Attchd,2008,3,672,2009,Normal,555000
442,12108,Edwards,Duplex,1Story,1955,1955,1440,4,2,Fa,0,NA,NA,NA,0,0,2008,Normal,118000
443,6240,BrkSide,1Fam,1.5Fin,1930,1992,1573,3,1,TA,1,Gd,Detchd,1930,2,360,2008,Normal,162900
444,3922,Blmngtn,TwnhsE,1Story,2006,2007,1258,2,1,Gd,1,Gd,Attchd,2007,3,648,2007,Partial,172500
445,8750,CollgCr,1Fam,2Story,1994,1995,1908,4,1,Gd,1,TA,Attchd,1994,2,493,2008,Normal,210000
446,9855,Edwards,1Fam,1Story,1956,1956,1689,3,1,TA,1,Gd,Attchd,1956,2,480,2009,Normal,127500
447,16492,NAmes,1Fam,1Story,1966,2002,1888,2,1,Gd,1,Gd,Attchd,1966,2,578,2010,Normal,190000
448,11214,Gilbert,1Fam,2Story,1998,1999,1886,4,1,Gd,1,TA,Attchd,1998,2,431,2006,Normal,199900
449,8600,IDOTRR,1Fam,1.5Fin,1937,1950,1376,3,1,TA,1,Gd,Detchd,1937,1,198,2006,Normal,119500
450,6000,OldTown,1Fam,1.5Fin,1948,2002,1183,2,1,TA,0,NA,Detchd,1981,1,308,2007,Normal,120000
451,5684,OldTown,1Fam,1Story,1930,2005,813,2,1,Gd,0,NA,Detchd,1932,1,270,2006,Normal,110000
452,70761,ClearCr,1Fam,1Story,1975,1975,1533,2,1,Gd,2,TA,Attchd,1975,2,576,2006,Normal,280000
453,9303,Timber,1Fam,2Story,1996,1997,1756,3,1,TA,0,NA,Attchd,1996,2,422,2007,Normal,204000
454,9000,Somerst,1Fam,2Story,2008,2008,1590,3,1,Gd,0,NA,Attchd,2008,2,676,2009,Normal,210000
455,9297,Mitchel,Duplex,1Story,1976,1976,1728,4,2,TA,0,NA,Detchd,1976,2,560,2006,Family,188000
456,9600,NWAmes,1Fam,1Story,1973,1973,1242,3,1,TA,1,TA,Attchd,1973,2,528,2007,Normal,175500
457,4571,OldTown,1Fam,2Story,1916,1950,1344,4,1,TA,0,NA,Detchd,1916,3,513,2008,Abnorml,98000
458,53227,ClearCr,1Fam,1Story,1954,1994,1663,2,1,Gd,2,Gd,Attchd,1954,2,529,2008,Normal,256000
459,5100,OldTown,1Fam,2Story,1925,1996,1666,3,1,Gd,1,Gd,Detchd,1925,1,228,2008,Normal,161000
460,7015,BrkSide,1Fam,1.5Fin,1950,1950,1203,3,1,Gd,1,TA,Detchd,1950,1,352,2009,Normal,110000
461,8004,Somerst,1Fam,2Story,2009,2009,1935,3,1,TA,0,NA,BuiltIn,2009,2,552,2009,Partial,263435
462,7200,SWISU,1Fam,2Story,1936,2007,1135,3,1,Gd,0,NA,Detchd,1971,2,576,2009,Normal,155000
463,8281,Sawyer,1Fam,1Story,1965,1965,864,3,1,TA,1,Po,Detchd,1965,1,360,2009,Normal,62383
464,11988,Crawfor,1Fam,2Story,1934,1995,1660,3,1,TA,1,Gd,Detchd,1939,1,240,2008,Normal,188700
465,8430,CollgCr,1Fam,1Story,1978,1978,1040,3,1,TA,0,NA,NA,NA,0,0,2009,Normal,124000
466,3072,Blmngtn,TwnhsE,1Story,2004,2004,1414,2,1,Gd,1,TA,Attchd,2004,2,398,2006,Normal,178740
467,10628,NAmes,1Fam,1Story,1970,1970,1277,2,1,TA,1,Po,Attchd,1970,2,526,2007,Normal,167000
468,9480,NAmes,1Fam,2Story,1942,1995,1644,3,1,Gd,2,Gd,Attchd,1942,1,312,2007,Normal,146500
469,11428,NridgHt,1Fam,1Story,2006,2006,1634,3,1,Gd,1,Gd,Attchd,2006,3,866,2007,Normal,250000
470,9291,SawyerW,1Fam,2Story,1993,1993,1710,3,1,Gd,0,NA,Attchd,1993,2,506,2008,Normal,187000
471,6820,StoneBr,TwnhsE,1Story,1985,1985,1502,1,1,Gd,0,NA,Attchd,1985,2,528,2010,Normal,212000
472,11952,NWAmes,1Fam,2Story,1977,1977,1969,3,1,TA,1,Gd,Attchd,1977,2,534,2007,Normal,190000
473,3675,Edwards,TwnhsE,SLvl,2005,2005,1072,2,1,TA,0,NA,Basment,2005,2,525,2008,Normal,148000
474,14977,NridgHt,1Fam,1Story,2006,2007,1976,2,1,Gd,1,Ex,Attchd,2006,3,908,2007,Partial,440000
475,5330,StoneBr,TwnhsE,1Story,2000,2000,1652,2,1,Ex,0,NA,Attchd,2000,2,499,2007,Normal,251000
476,8480,Sawyer,1Fam,1Story,1963,1963,970,2,1,TA,0,NA,Detchd,1996,2,624,2007,Normal,132500
477,13125,CollgCr,1Fam,1Story,1997,1998,1493,3,1,Gd,1,TA,Attchd,1997,2,508,2008,Normal,208900
478,13693,NridgHt,1Fam,2Story,2006,2006,2643,3,1,Ex,1,Gd,BuiltIn,2006,3,694,2007,Normal,380000
479,10637,CollgCr,1Fam,1Story,2007,2008,1718,3,1,Gd,1,Gd,Attchd,2007,3,826,2009,Normal,297000
480,5925,OldTown,1Fam,1Story,1937,2000,1131,2,1,TA,0,NA,Detchd,1995,2,672,2007,Alloca,89471
481,16033,NridgHt,1Fam,1Story,2004,2005,1850,3,1,Gd,1,Gd,Attchd,2004,3,772,2006,Normal,326000
482,11846,NridgHt,1Fam,1Story,2003,2004,1792,2,1,Ex,1,Gd,Attchd,2003,3,874,2006,Normal,374000
483,2500,OldTown,1Fam,2Story,1915,2005,1826,4,1,Ex,1,Gd,Attchd,1915,1,164,2009,Normal,155000
484,4500,Mitchel,Twnhs,1Story,1998,1998,1216,2,1,TA,0,NA,Attchd,1998,2,402,2006,Normal,164000
485,7758,Sawyer,1Fam,1Story,1962,2001,999,3,1,Gd,0,NA,Detchd,1963,1,264,2007,Normal,132500
486,9600,NAmes,1Fam,1Story,1950,2007,1113,3,1,Gd,1,Gd,Attchd,1950,1,264,2009,Normal,147000
487,10289,NAmes,1Fam,1Story,1965,1965,1073,3,1,TA,0,NA,Attchd,1965,2,515,2007,Normal,156000
488,12243,NWAmes,1Fam,1Story,1971,1971,1484,3,1,TA,1,TA,Attchd,1971,2,487,2007,Normal,175000
489,10800,OldTown,2fmCon,1.5Fin,1900,1970,2414,3,2,TA,1,Gd,Attchd,1970,2,520,2006,Normal,160000
490,1526,MeadowV,Twnhs,SFoyer,1970,2002,630,1,1,Gd,0,NA,Attchd,1970,1,286,2009,Normal,86000
491,2665,MeadowV,TwnhsE,2Story,1976,1976,1304,3,1,TA,1,Gd,BuiltIn,1976,1,336,2008,Normal,115000
492,9490,NAmes,1Fam,1.5Fin,1941,1950,1578,3,1,Fa,2,TA,Attchd,1941,1,240,2006,Normal,133000
493,15578,Gilbert,1Fam,2Story,2006,2006,1456,3,1,TA,0,NA,Attchd,2006,2,429,2006,Partial,172785
494,7931,NAmes,1Fam,1Story,1960,1960,1269,3,1,TA,1,Fa,Detchd,1964,1,308,2008,Normal,155000
495,5784,OldTown,1Fam,1Story,1938,1996,886,2,1,TA,0,NA,Attchd,1938,1,273,2009,Normal,91300
496,7879,IDOTRR,1Fam,1Story,1920,1950,720,2,1,TA,0,NA,NA,NA,0,0,2009,Abnorml,34900
497,12692,NoRidge,1Fam,1Story,1992,1993,3228,4,1,Gd,1,Gd,Attchd,1992,2,546,2007,Normal,430000
498,9120,BrkSide,1Fam,1.5Fin,1925,1950,1820,4,1,TA,0,NA,Detchd,1925,1,240,2008,Normal,184000
499,7800,Sawyer,1Fam,1Story,1967,2004,899,3,1,Gd,0,NA,Attchd,1967,1,288,2009,Normal,130000
500,7535,NAmes,1Fam,1Story,1958,1985,912,2,1,TA,0,NA,Attchd,1958,1,297,2007,Normal,120000
501,1890,BrDale,Twnhs,2Story,1973,1973,1218,3,1,TA,0,NA,Detchd,1973,1,264,2007,Normal,113000
502,9803,Somerst,1Fam,2Story,2005,2005,1768,3,1,Gd,0,NA,Attchd,2005,2,603,2008,Normal,226700
503,9170,Edwards,1Fam,1Story,1965,1965,1214,2,1,TA,0,NA,Detchd,1965,2,461,2007,Normal,140000
504,15602,Crawfor,1Fam,1Story,1959,1997,1801,1,1,TA,2,TA,Attchd,1959,2,484,2010,Normal,289000
505,2308,NPkVill,TwnhsE,2Story,1974,1974,1322,3,1,TA,1,Fa,Attchd,1974,2,440,2009,Normal,147000
506,7596,OldTown,Duplex,2Story,1952,1952,1960,4,2,TA,0,NA,Detchd,1952,2,400,2009,Normal,124500
507,9554,SawyerW,1Fam,2Story,1993,1994,1911,3,1,Gd,1,TA,Attchd,1993,2,471,2006,Normal,215000
508,7862,Somerst,1Fam,1Story,2009,2009,1218,2,1,Gd,0,NA,Attchd,2009,2,676,2009,Partial,208300
509,9600,OldTown,1Fam,2Story,1928,2005,1378,3,1,Gd,1,Gd,Detchd,1928,2,360,2008,Normal,161000
510,9600,NAmes,1Fam,1Story,1959,1959,1041,3,1,TA,0,NA,Attchd,1959,1,270,2009,Normal,124500
511,14559,NAmes,1Fam,1Story,1951,2000,1363,2,1,TA,2,TA,CarPort,1951,1,288,2009,Normal,164900
512,6792,NridgHt,TwnhsE,1Story,2005,2006,1368,2,1,Gd,1,Gd,Attchd,2005,2,474,2006,Partial,202665
513,9100,NAmes,1Fam,1Story,1958,1958,864,3,1,TA,0,NA,Detchd,1964,2,624,2006,Normal,129900
514,9187,Mitchel,1Fam,1Story,1983,1983,1080,3,1,TA,0,NA,Attchd,1983,2,484,2007,Normal,134000
515,10594,Crawfor,1Fam,1.5Unf,1926,1950,789,2,1,TA,0,NA,Detchd,1926,1,200,2007,Normal,96500
516,12220,NridgHt,1Fam,1Story,2009,2009,2020,3,1,Ex,1,Gd,Attchd,2009,3,900,2009,Partial,402861
517,10448,NWAmes,1Fam,SLvl,1972,1972,2119,3,1,TA,1,TA,Attchd,1972,2,583,2009,Abnorml,158000
518,10208,NoRidge,1Fam,2Story,1996,1997,2344,3,1,Gd,1,TA,Attchd,1996,3,889,2009,Normal,265000
519,9531,CollgCr,1Fam,2Story,1998,1998,1796,3,1,TA,0,NA,Attchd,1998,2,546,2007,Normal,211000
520,10918,Crawfor,1Fam,2Story,1926,2004,2080,3,1,Gd,2,Gd,Detchd,1926,1,282,2009,Normal,234000
521,10800,OldTown,2fmCon,2Story,1900,2000,1294,3,2,TA,0,NA,NA,NA,0,0,2008,Normal,106250
522,11988,NAmes,1Fam,1Story,1957,1957,1244,3,1,TA,2,Gd,Attchd,1957,1,336,2007,Normal,150000
523,5000,BrkSide,1Fam,1.5Fin,1947,1950,1664,3,1,TA,2,Gd,Detchd,1950,2,420,2006,Normal,159000
524,40094,Edwards,1Fam,2Story,2007,2008,4676,3,1,Ex,1,Gd,BuiltIn,2007,3,884,2007,Partial,184750
525,11787,NoRidge,1Fam,2Story,1996,1997,2398,3,1,Gd,1,TA,Attchd,1996,3,834,2007,Normal,315750
526,7500,Somerst,1Fam,1Story,2005,2005,1266,3,1,Gd,1,TA,Attchd,2005,2,453,2006,Normal,176000
527,13300,NAmes,1Fam,1Story,1956,2000,928,2,1,TA,0,NA,Attchd,1956,1,252,2007,Normal,132000
528,14948,NridgHt,1Fam,2Story,2008,2008,2713,3,1,Ex,1,Gd,Attchd,2008,3,858,2008,Partial,446261
529,9098,Edwards,1Fam,1Story,1920,2002,605,2,1,TA,0,NA,NA,NA,0,0,2007,Normal,86000
530,32668,Crawfor,1Fam,1Story,1957,1975,2515,4,2,TA,2,TA,Attchd,1975,2,484,2007,Alloca,200624
531,10200,Timber,1Fam,SLvl,1988,1989,1509,3,1,Gd,1,Fa,Attchd,1988,2,600,2008,Abnorml,175000
532,6155,BrkSide,1Fam,2Story,1920,1999,1362,3,1,TA,0,NA,Detchd,1920,2,502,2008,Normal,128000
533,7200,NAmes,1Fam,1Story,1955,2007,827,2,1,TA,1,Po,Detchd,1967,1,392,2010,Normal,107500
534,5000,BrkSide,1Fam,1Story,1946,1950,334,1,1,Fa,0,NA,NA,NA,0,0,2007,Normal,39300
535,9056,Gilbert,1Fam,2Story,2004,2004,1414,3,1,Gd,1,Gd,Attchd,2004,2,403,2006,Normal,178000
536,7000,Edwards,2fmCon,2Story,1910,1991,1347,3,1,TA,0,NA,NA,NA,0,0,2008,Normal,107500
537,8924,CollgCr,1Fam,2Story,1998,1999,1724,3,1,Gd,0,NA,Attchd,1998,2,527,2008,Normal,188000
538,12735,NAmes,1Fam,1Story,1972,1972,864,3,1,TA,0,NA,Detchd,1980,2,576,2008,Normal,111250
539,11553,Sawyer,1Fam,1Story,1968,1968,1159,3,1,TA,1,Fa,Attchd,1968,1,336,2006,Normal,158000
540,11423,CollgCr,1Fam,1Story,2001,2002,1601,3,1,Gd,1,TA,Attchd,2001,2,670,2010,Normal,272000
541,14601,Timber,1Fam,1Story,2006,2006,1838,2,1,Ex,1,Gd,Attchd,2006,3,765,2009,Normal,315000
542,11000,NoRidge,1Fam,2Story,2000,2000,2285,4,1,Gd,1,TA,BuiltIn,2000,3,648,2007,Normal,248000
543,10140,NWAmes,1Fam,1Story,1998,1999,1680,3,1,Gd,1,TA,Attchd,1998,2,583,2009,Normal,213250
544,4058,NAmes,TwnhsE,SFoyer,1998,1998,767,1,1,TA,0,NA,Attchd,1998,1,367,2007,Normal,133000
545,17104,Gilbert,1Fam,2Story,2006,2006,1496,3,1,Gd,1,Gd,Attchd,2006,2,426,2006,Partial,179665
546,13837,NWAmes,1Fam,1.5Fin,1988,1988,2183,4,1,Gd,0,NA,Attchd,1988,3,786,2006,Normal,229000
547,8737,BrkSide,1Fam,1.5Fin,1923,1950,1635,3,1,TA,1,Gd,Detchd,1950,2,440,2007,Normal,210000
548,7244,Mitchel,1Fam,SFoyer,1970,1970,768,2,1,TA,0,NA,Detchd,1987,2,624,2007,Normal,129500
549,8235,OldTown,1Fam,1Story,1955,1995,825,2,1,TA,0,NA,Detchd,1963,2,720,2008,Normal,125000
550,9375,Somerst,1Fam,2Story,2003,2004,2094,4,1,Gd,1,Gd,BuiltIn,2003,2,615,2009,Normal,263000
551,4043,NPkVill,TwnhsE,1Story,1977,1977,1069,2,1,TA,0,NA,Attchd,1977,2,440,2008,Abnorml,140000
552,6000,OldTown,1Fam,1Story,1957,1957,928,3,1,TA,0,NA,Attchd,1957,1,288,2008,Normal,112500
553,11146,NridgHt,1Fam,1Story,2006,2006,1717,3,1,Gd,1,Gd,Attchd,2006,3,908,2009,Normal,255500
554,8777,Edwards,1Fam,1Story,1949,2003,1126,2,1,Gd,0,NA,Detchd,2002,2,520,2009,Normal,108000
555,10625,NridgHt,1Fam,2Story,2003,2004,2046,3,1,Gd,1,Gd,BuiltIn,2003,3,871,2008,Normal,284000
556,6380,BrkSide,1Fam,1.5Unf,1922,1950,1048,2,1,TA,1,Gd,Detchd,1922,1,280,2006,Normal,113000
557,14850,NAmes,1Fam,1Story,1957,1957,1092,2,1,TA,1,TA,Attchd,1957,1,299,2006,Normal,141000
558,11040,IDOTRR,1Fam,1.5Fin,1920,1950,1336,3,1,TA,0,NA,CarPort,1994,1,570,2006,Normal,108000
559,21872,Gilbert,1Fam,2Story,1996,1997,1446,3,1,TA,1,TA,Attchd,1996,2,406,2008,Normal,175000
560,3196,Blmngtn,TwnhsE,1Story,2003,2004,1557,2,1,Gd,1,TA,Attchd,2003,2,420,2006,Normal,234000
561,11341,Sawyer,1Fam,1Story,1957,1996,1392,3,1,TA,1,Gd,Detchd,1957,2,528,2010,Normal,121500
562,10010,Mitchel,1Fam,1Story,1974,1975,1389,2,1,TA,1,TA,Attchd,1975,2,418,2006,Normal,170000
563,13907,Edwards,1Fam,1Story,1940,1969,996,3,1,TA,1,Gd,NA,NA,0,0,2008,Normal,108000
564,21780,Edwards,1Fam,1.5Fin,1918,1950,1674,4,1,TA,1,Gd,Detchd,1955,2,396,2008,Normal,185000
565,13346,NoRidge,1Fam,2Story,1992,2000,2295,4,1,Gd,1,TA,Attchd,1992,2,590,2006,Normal,268000
566,6858,SWISU,1Fam,2Story,1915,1950,1647,4,1,Fa,0,NA,Detchd,1920,1,216,2010,Normal,128000
567,11198,StoneBr,1Fam,2Story,2005,2007,2504,4,1,Ex,1,Gd,BuiltIn,2005,3,656,2008,Normal,325000
568,10171,NridgHt,1Fam,1Story,2004,2004,1535,3,1,Gd,0,NA,Attchd,2004,2,532,2010,Normal,214000
569,12327,SawyerW,1Fam,1.5Fin,1983,2009,2132,1,1,Gd,1,Gd,BuiltIn,1983,2,612,2009,Normal,316600
570,7032,NAmes,Duplex,SFoyer,1979,1979,943,2,1,TA,2,TA,Detchd,1979,2,600,2006,Normal,135960
571,13101,NAmes,Duplex,1Story,1965,1965,1728,6,2,TA,0,NA,Detchd,1987,2,576,2008,Normal,142600
572,7332,NAmes,1Fam,1Story,1959,1959,864,2,1,Gd,0,NA,Attchd,1959,1,288,2006,Abnorml,120000
573,13159,Timber,1Fam,2Story,2009,2009,1692,3,1,Gd,0,NA,Attchd,2009,2,650,2009,Partial,224500
574,9967,Gilbert,1Fam,SLvl,2000,2000,1430,3,1,TA,1,TA,BuiltIn,2000,2,400,2007,Normal,170000
575,10500,NAmes,1Fam,SLvl,1971,2005,1109,3,1,TA,0,NA,BuiltIn,1971,1,288,2007,Normal,139000
576,8480,NAmes,1Fam,1.5Fin,1947,1950,1216,2,1,TA,0,NA,Detchd,1947,1,336,2008,Abnorml,118500
577,6292,SWISU,1Fam,1.5Fin,1928,1950,1477,3,1,TA,1,Gd,Detchd,1928,1,216,2009,Normal,145000
578,11777,Sawyer,1Fam,SLvl,1966,1966,1320,3,1,TA,2,Fa,Attchd,1966,2,564,2006,Abnorml,164500
579,3604,Somerst,TwnhsE,2Story,2007,2007,1392,2,1,Gd,0,NA,Detchd,2007,2,540,2008,Abnorml,146000
580,12150,OldTown,1Fam,1.5Fin,1954,1954,1795,4,1,TA,0,NA,Attchd,1954,1,352,2008,Normal,131500
581,14585,NAmes,1Fam,1Story,1960,1987,1429,3,1,Gd,2,Gd,Attchd,1960,2,572,2007,Normal,181900
582,12704,NridgHt,1Fam,1Story,2008,2009,2042,3,1,Ex,1,Gd,Attchd,2009,3,1390,2009,Partial,253293
583,11841,Edwards,Duplex,SFoyer,1990,1990,816,3,1,TA,0,NA,NA,NA,0,0,2007,Normal,118500
584,13500,OldTown,1Fam,2.5Unf,1893,2000,2775,3,1,Gd,1,Gd,Detchd,1988,2,880,2008,Normal,325000
585,6120,BrkSide,1Fam,1.5Fin,1935,1995,1573,3,1,Gd,0,NA,Detchd,1935,1,240,2009,Normal,133000
586,11443,Timber,1Fam,1Story,2005,2006,2028,2,1,Gd,2,Gd,Attchd,2005,3,880,2006,Partial,369900
587,10267,BrkSide,1Fam,1Story,1918,2000,838,2,1,Fa,0,NA,Detchd,1961,1,275,2008,Normal,130000
588,8740,Sawyer,1Fam,SFoyer,1982,1982,860,2,1,TA,0,NA,Detchd,1996,2,528,2009,Normal,137000
589,25095,ClearCr,1Fam,1Story,1968,2003,1473,1,1,Ex,2,Gd,Attchd,1968,1,452,2009,Partial,143000
590,9100,BrkSide,1Fam,1Story,1930,1960,935,2,1,TA,0,NA,Detchd,1988,1,308,2008,Normal,79500
591,8320,CollgCr,1Fam,2Story,2004,2004,1582,3,1,Gd,0,NA,Attchd,2004,2,520,2008,Normal,185900
592,13478,NridgHt,1Fam,2Story,2008,2008,2296,3,1,Ex,1,Gd,BuiltIn,2008,3,842,2009,Normal,451950
593,6600,Mitchel,1Fam,1Story,1982,2003,816,2,1,TA,0,NA,Detchd,1985,2,816,2008,Normal,138000
594,4435,CollgCr,TwnhsE,1Story,2003,2003,848,1,1,Gd,0,NA,Attchd,2003,2,420,2009,Normal,140000
595,7990,CollgCr,1Fam,1Story,1975,1975,924,3,1,TA,0,NA,Detchd,1981,1,280,2008,Normal,110000
596,11302,StoneBr,1Fam,1Story,2005,2006,1826,3,1,Gd,1,TA,Attchd,2005,3,758,2006,Partial,319000
597,3600,OldTown,1Fam,2Story,1910,1993,1368,3,1,TA,0,NA,Detchd,1930,1,216,2006,Normal,114504
598,3922,Blmngtn,TwnhsE,1Story,2006,2007,1402,2,1,Gd,1,Gd,Attchd,2006,3,648,2007,Partial,194201
599,12984,Crawfor,1Fam,1Story,1977,1977,1647,3,1,Gd,1,TA,Attchd,1977,2,621,2006,Normal,217500
600,1950,Blueste,Twnhs,2Story,1980,1980,1556,3,1,TA,1,TA,Attchd,1980,2,452,2008,Normal,151000
601,10927,NridgHt,1Fam,2Story,2005,2005,1904,3,1,Ex,1,Gd,BuiltIn,2003,2,736,2006,Normal,275000
602,9000,IDOTRR,1Fam,1.5Fin,1937,1950,1375,3,1,Gd,1,Gd,Detchd,1979,1,544,2007,Normal,141000
603,10041,SawyerW,1Fam,2Story,1992,1992,1915,3,1,Gd,1,TA,Attchd,1992,2,506,2006,Abnorml,220000
604,3182,Somerst,TwnhsE,2Story,2004,2005,1200,2,1,Gd,0,NA,Detchd,2004,2,480,2010,Normal,151000
605,12803,CollgCr,1Fam,1Story,2002,2002,1494,3,1,Gd,1,TA,Attchd,2002,2,530,2008,Normal,221000
606,13600,NAmes,1Fam,2Story,1965,1990,1986,3,1,TA,3,Fa,Attchd,1965,2,486,2009,Normal,205000
607,12464,CollgCr,1Fam,1Story,1996,1996,1040,3,1,Gd,0,NA,Detchd,2000,2,576,2009,Normal,152000
608,7800,Edwards,1Fam,2Story,1948,2002,2008,3,1,Ex,0,NA,Attchd,1948,1,230,2006,Normal,225000
609,12168,Crawfor,1Fam,2Story,1934,1998,3194,4,1,TA,2,Gd,Basment,1934,2,380,2007,Alloca,359100
610,7943,Sawyer,1Fam,1Story,1961,1961,1029,3,1,TA,0,NA,Attchd,1961,1,261,2007,Normal,118500
611,11050,CollgCr,1Fam,2Story,2000,2000,2153,3,1,Ex,2,Ex,Attchd,2000,3,736,2009,Normal,313000
612,10395,NWAmes,1Fam,SLvl,1978,1978,1032,3,1,TA,1,TA,Attchd,1978,2,564,2007,Normal,148000
613,11885,CollgCr,1Fam,2Story,2001,2001,1872,3,1,Ex,1,TA,BuiltIn,2001,2,531,2009,Normal,261500
614,8402,Mitchel,1Fam,1Story,2007,2007,1120,3,1,TA,0,NA,NA,NA,0,0,2007,Partial,147000
615,1491,MeadowV,TwnhsE,SFoyer,1972,1972,630,1,1,TA,0,NA,NA,NA,0,0,2010,Normal,75500
616,8800,NAmes,1Fam,SFoyer,1963,1963,1054,3,1,Gd,0,NA,Attchd,1963,2,480,2010,Abnorml,137500
617,7861,Gilbert,1Fam,2Story,2002,2003,1509,3,1,Gd,1,Gd,Attchd,2002,2,393,2006,Normal,183200
618,7227,NAmes,1Fam,1.5Unf,1954,1954,832,2,1,Gd,0,NA,Detchd,1962,2,528,2008,Normal,105500
619,11694,NridgHt,1Fam,1Story,2007,2007,1828,3,1,Gd,1,Gd,Attchd,2007,3,774,2007,Partial,314813
620,12244,Timber,1Fam,2Story,2003,2003,2262,4,1,Gd,2,Gd,Attchd,2003,3,749,2008,Normal,305000
621,8248,Edwards,1Fam,1Story,1914,1950,864,2,1,TA,0,NA,NA,NA,0,0,2008,Normal,67000
622,10800,NWAmes,1Fam,2Story,1974,1997,2614,4,1,TA,1,TA,Attchd,1974,2,624,2008,Normal,240000
623,7064,Sawyer,1Fam,1Story,1977,1977,980,3,1,TA,0,NA,Detchd,1986,2,484,2009,Normal,135000
624,2117,Somerst,TwnhsE,2Story,2000,2000,1512,2,1,Gd,1,TA,Detchd,2000,2,440,2007,Normal,168500
625,10400,NWAmes,1Fam,2Story,1972,1972,1790,4,1,TA,1,TA,Attchd,1972,2,484,2006,Normal,165150
626,10000,NAmes,1Fam,1Story,1962,1962,1116,3,1,TA,0,NA,Attchd,1962,2,440,2010,Normal,160000
627,12342,NAmes,1Fam,1Story,1960,1978,1422,3,1,TA,1,TA,Attchd,1960,1,286,2007,Normal,139900
628,9600,NAmes,1Fam,SLvl,1955,1972,1520,3,1,TA,2,Gd,Basment,1955,1,364,2010,Normal,153000
629,11606,NAmes,1Fam,2Story,1969,1969,2080,5,1,Fa,2,TA,Attchd,1969,2,504,2007,Family,135000
630,9020,NAmes,1Fam,SLvl,1964,1964,1350,3,1,TA,0,NA,Attchd,1964,2,520,2008,Normal,168500
631,9000,OldTown,1Fam,2Story,1880,1991,1750,3,1,Ex,0,NA,Detchd,1937,1,240,2006,Abnorml,124000
632,4590,NridgHt,Twnhs,1Story,2006,2006,1554,2,1,Gd,1,Gd,Attchd,2006,2,627,2007,Normal,209500
633,11900,NWAmes,1Fam,1Story,1977,1977,1411,3,1,TA,1,TA,Attchd,1977,2,544,2009,Family,82500
634,9250,NAmes,1Fam,1Story,1954,2005,1056,3,1,TA,0,NA,Attchd,1954,1,260,2007,Normal,139400
635,6979,OldTown,Duplex,SFoyer,1980,1980,1056,0,2,TA,0,NA,Detchd,1980,2,576,2010,Normal,144000
636,10896,SWISU,2fmCon,2.5Fin,1914,1995,3395,8,2,Fa,0,NA,NA,NA,0,0,2007,Abnorml,200000
637,6120,BrkSide,1Fam,1Story,1936,1950,800,1,1,Fa,1,Po,NA,NA,0,0,2009,Normal,60000
638,6000,OldTown,2fmCon,1.5Fin,1954,1954,1387,3,2,Gd,0,NA,BuiltIn,1954,1,256,2009,Normal,93000
639,8777,Edwards,1Fam,1Story,1910,1950,796,2,1,TA,0,NA,NA,NA,0,0,2008,Normal,85000
640,3982,Blmngtn,TwnhsE,1Story,2006,2006,1567,1,1,Ex,1,Gd,Attchd,2006,3,648,2006,Partial,264561
641,12677,NridgHt,TwnhsE,1Story,2003,2004,1518,1,1,Ex,1,Gd,Attchd,2003,2,588,2008,Normal,274000
642,7050,Somerst,1Fam,2Story,2001,2001,1929,3,1,Gd,1,TA,Attchd,2001,2,650,2007,Normal,226000
643,13860,NAmes,1Fam,SLvl,1972,1995,2704,4,1,Ex,3,TA,Attchd,1972,2,538,2009,Normal,345000
644,10793,NWAmes,1Fam,2Story,1969,1969,1620,4,1,TA,0,NA,Attchd,1969,2,462,2007,Normal,152000
645,9187,Somerst,1Fam,1Story,2009,2009,1766,2,1,Ex,1,Gd,Attchd,2009,3,478,2009,Partial,370878
646,10530,NAmes,1Fam,1Story,1971,1971,981,3,1,TA,0,NA,Detchd,1979,2,576,2007,Normal,143250
